epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_g_mean
1,0.01,2.100890899423284,0.4930456611710428,1.5575533310148904,0.5743207245604688,0.4393785476255812,0.0
2,0.01,1.1800302635685982,0.6620982879887826,1.3983594319829296,0.6254661694192861,0.4928495817988637,0.0
3,0.01,0.9215578539663684,0.7208087387204016,1.3765348816845222,0.6246670218433671,0.50362976408691,0.0
4,0.01,0.7497177739737247,0.7654522016419024,1.3142860356517847,0.6555673947789025,0.5153467510966018,0.0
5,0.01,0.627976854979233,0.7973403894429745,1.3500727301321578,0.6523708044752264,0.5166521843910789,0.0
6,0.01,0.5513826653762014,0.8208833706492977,1.4137236345747906,0.6411827384123602,0.513018862838302,0.0
7,0.01,0.49006644016833606,0.8398353574417079,1.3981495408790825,0.6469099627064464,0.5298098604039033,0.0
8,0.01,0.44052415940545187,0.8545355858606418,1.3953820792486773,0.6575652637187,0.5294612329778238,0.0
9,0.01,0.3944732117831369,0.8702761381369156,1.3766022436023075,0.6650239744272776,0.5470276732043905,0.0
10,0.01,0.3796976846561807,0.8760883822964018,1.5047728913892249,0.6495737879595098,0.5168616770199068,0.0
11,0.01,0.36846695992447165,0.8773322477780039,1.5104062710280868,0.6439797549280767,0.5198590381341112,0.0
12,0.01,0.34143898186459454,0.8881651853359568,1.4618038109597464,0.6634256792754395,0.5398443356475086,0.0
13,0.01,0.3159148854723746,0.8973471741637832,1.5041616606105817,0.6479754928076719,0.5261659281670525,0.0
14,0.001,0.16526525410344078,0.948481353325644,1.3099586855844418,0.704581779435269,0.5893344498847957,0.0
15,0.001,0.09902827945988667,0.9699210710812584,1.3145877656923308,0.7111081513052744,0.6028140672917189,0.0
16,0.001,0.07615027646696854,0.9786507451885021,1.3418325765706405,0.7099094299413958,0.6031050368727044,0.0
17,0.001,0.0628195420993302,0.9833095868105027,1.3551498494633476,0.711640916355887,0.6043019515780711,0.0
18,0.001,0.053178371943594586,0.9862496324942895,1.3624753846757642,0.7105753862546617,0.6068192786871174,0.0
19,0.001,0.04720496759972854,0.9883528959449985,1.3775210831598137,0.716302610548748,0.6139358980685116,0.0
20,0.001,0.042051858220718774,0.9909989370604066,1.3875640129941413,0.7152370804475227,0.6100225523824241,0.0
21,0.001,0.038392327648377134,0.9916095619331932,1.398444487334695,0.7153702717101759,0.6110558411043508,0.0
22,0.001,0.03505895919989145,0.9930569690390574,1.3937350374685682,0.7148375066595631,0.6145262730578315,0.0
23,0.001,0.0317543321049325,0.9938032883280187,1.411644459818676,0.7160362280234417,0.6166652622673495,0.0
24,0.001,0.027153865994809023,0.9954768527941742,1.4106030949472301,0.7176345231752796,0.6202228643215083,0.0
25,0.001,0.024656304191991496,0.9957482416265238,1.4208773873035871,0.7159030367607885,0.6171284427040341,0.0
26,0.001,0.02505583616170021,0.9959065517787277,1.4382114530276542,0.7159030367607885,0.6184764507274794,0.0
27,0.001,0.02190796769539561,0.9965850238596015,1.4367815046851535,0.7157698454981353,0.6193756581066797,0.0
28,0.001,0.02047482239502906,0.9968337969559219,1.436937152767791,0.7176345231752796,0.6228983952792831,0.0
29,0.001,0.01932615387859917,0.9972634959404754,1.4461690055034742,0.7181672882258924,0.6243499108995924,0.0
30,0.001,0.018001818637339538,0.9976705791889997,1.452921398218223,0.7147043153969099,0.6129350066808268,0.0
31,0.001,0.019010217759683166,0.9976253477169414,1.4459451613079441,0.7173681406499733,0.6200915051515252,0.0
32,0.001,0.017053610973304795,0.9977610421331162,1.4457893327997922,0.7165689930740543,0.6216388280500865,0.0
33,0.001,0.017418542564387306,0.9978288893412036,1.4572919375428381,0.7183004794885456,0.6282327500734386,0.0
34,0.001,0.016208101334683648,0.9976253477169414,1.4599430730480047,0.7180340969632392,0.6264283642146354,0.0
35,0.001,0.01468712332984876,0.9984395142139901,1.4571872567028585,0.7168353755993607,0.6272237568399861,0.0
36,0.001,0.013669025901653043,0.9985073614220775,1.4559846397292824,0.7192328183271177,0.6298037749481287,0.0
37,0.001,0.013200895545674463,0.9985752086301649,1.4646393421265314,0.7180340969632392,0.6259559148549341,0.0
38,0.001,0.01341172622793808,0.9983942827419319,1.475165857007101,0.7169685668620138,0.6267055217462898,0.0
39,0.001,0.01260546542430861,0.9985752086301649,1.4807606822452333,0.7168353755993607,0.6285471756279389,0.0
40,0.001,0.012476780353724865,0.998756134518398,1.4670995891919845,0.7179009057005861,0.6272436141400222,0.0
